"","logFC"
"TSPAN5",-0.04473693
"TSPAN6",0.03625984
"TSPAN7",-0.5678635
"TSPAN8",0.74490352
"TSPAN9",0.15943866
"TSPO",0.33480303
"TSPY26P",0.19213168
"TSPYL1",-0.30798385
"TSPYL2",0.4749817
"TSPYL4",-0.27648369
"TSPYL5",0.25900577
"TSR1",0.28494307
"TSR2",-0.04629285
"TSR3",0.08062036
"TSSC1",-0.22731097
"TSSC2",-0.7917848
"TSSC4",-0.32763146
"TST",0.01223907
"TSTA3",-0.10521558
"TSTD1",1.18610062
"TSTD2",0.19485612
"TSTD3",0.19870224
"TTBK2",0.11509187
"TTC1",-0.34683172
"TTC12",-0.18637338
"TTC13",-0.15925293
"TTC14",-0.10168991
"TTC17",0.21866884
"TTC19",-0.61429342
"TTC21A",-0.13979385
"TTC21B",0.22999452
"TTC23",-0.16800992
"TTC26",0.68426297
"TTC27",-0.29472296
"TTC28-AS1",0.18933747
"TTC28",0.1824478
"TTC3",0.32095276
"TTC30A",1.23213673
"TTC30B",0.43242538
"TTC31",-0.29257058
"TTC32",0.37923816
"TTC33",0.13304214
"TTC37",-0.00172738
"TTC38",0.26501907
"TTC39B",0.09044489
"TTC39C",-0.39752933
"TTC3P1",0.25633289
"TTC4",-0.23631639
"TTC5",-0.41237039
"TTC7A",-0.04951197
"TTC7B",-0.28772413
"TTC8",-0.54951636
"TTC9C",-0.29862638
"TTF1",0.08444808
"TTF2",-0.34964574
"TTI1",0.0310405
"TTI2",-0.05289007
"TTK",-0.10117028
"TTL",-0.39303865
"TTLL1",-0.16457315
"TTLL11",-0.09861867
"TTLL12",-0.30545194
"TTLL3",1.01597736
"TTLL4",-0.24838149
"TTLL5",-0.13786984
"TTLL7",1.10176681
"TTN-AS1",-0.05131292
"TTN",0.43334225
"TTPAL",-0.18776169
"TTYH3",0.17652188
"TUB",-0.52093656
"TUBA1A",-0.0177135
"TUBA1B",0.04354194
"TUBA1C",-0.06627346
"TUBA4A",0.35391205
"TUBA8",-0.34538814
"TUBB",0.02520396
"TUBB2A",0.07244173
"TUBB2B",0.38632964
"TUBB3",0.19354326
"TUBB4B",0.13906017
"TUBB6",0.44907237
"TUBD1",-0.28430748
"TUBE1",-0.55693974
"TUBG1",-0.28828691
"TUBG2",0.03385936
"TUBGCP2",0.18448439
"TUBGCP3",-0.11704409
"TUBGCP4",-0.13460227
"TUBGCP5",0.61622759
"TUBGCP6",0.41736558
"TUFM",-0.17817373
"TUFT1",0.29675599
"TUG1",-0.02416645
"TULP3",0.09035713
"TULP4",0.72356521
"TUSC1",-0.33608358
"TUSC2",-0.79850266
"TUSC3",0.66567534
"TUT1",-0.61974876
"TVP23B",-0.00851624
"TVP23C-CDRT4",0.08130705
"TVP23C",0.1899873
"TWF1",0.55680928
"TWF2",-0.02471827
"TWIST2",0.10927828
"TWISTNB",-0.69195749
"TWSG1",0.30848976
"TXLNA",-0.04631645
"TXLNG",-0.2789447
"TXN",-0.15910676
"TXN2",-0.43345856
"TXNDC11",0.09399595
"TXNDC12",-0.07281202
"TXNDC15",0.38695529
"TXNDC16",-0.32839651
"TXNDC17",0.85635111
"TXNDC5",0.21645053
"TXNDC9",-0.29885316
"TXNIP",0.93948239
"TXNL1",-0.28342324
"TXNL4A",0.10803073
"TXNL4B",-0.50023742
"TXNRD1",-0.59235887
"TXNRD2",-0.0547337
"TXNRD3",-0.43586217
"TXNRD3NB",-0.45931988
"TYK2",0.23015007
"TYMP",-0.44839018
"TYMS",0.51099442
"TYRO3",-0.60779067
"TYSND1",-0.25228367
"TYW1",-0.65503821
"TYW1B",0.04982042
"TYW3",-0.41565271
"TYW5",-0.33118876
"U2AF1",-0.55293732
"U2AF2",0.00064499
"U2SURP",-0.17407467
"UACA",0.3346709
"UAP1",-0.0044533
"UAP1L1",1.44557393
"UBA1",-0.0981461
"UBA2",-0.04281525
"UBA3",-0.15205347
"UBA5",0.18055816
"UBA52",0.12983229
"UBA6-AS1",0.84469863
"UBA6",0.75791989
"UBA7",0.35341301
"UBAC1",0.2656726
"UBAC2",-0.39181933
"UBALD1",-0.51366787
"UBALD2",-0.20132605
"UBAP1",-0.07378629
"UBAP2",-0.39110883
"UBAP2L",-0.25195499
"UBASH3B",-0.48839074
"UBB",-0.06094009
"UBC",0.50238304
"UBE2A",0.00198762
"UBE2B",0.17002395
"UBE2C",0.23597063
"UBE2D1",-0.05473713
"UBE2D2",-0.09747889
"UBE2D3",-0.15498823
"UBE2D4",-0.06379569
"UBE2E1",0.09707143
"UBE2E2",-0.12499665
"UBE2E3",0.10411767
"UBE2E4P",-0.11948634
"UBE2F-SCLY",-0.3852502
"UBE2F",-0.27334186
"UBE2G1",-0.28208242
"UBE2G2",0.16147818
"UBE2H",-0.20174562
"UBE2I",-0.18970235
"UBE2J1",0.08549019
"UBE2J2",-0.14177961
"UBE2K",-0.2988442
"UBE2L3",-0.20145472
"UBE2L6",-0.14781513
"UBE2M",-0.28770861
"UBE2MP1",-0.55437565
"UBE2N",-0.36345417
"UBE2O",0.69194322
"UBE2Q1",0.09987717
"UBE2Q2",0.31198901
"UBE2Q2P1",0.92899376
"UBE2R2",0.21835417
"UBE2S",-0.33109974
"UBE2T",-0.45221041
"UBE2V1",-0.10257248
"UBE2V2",0.7586824
"UBE2W",-0.12599845
"UBE2Z",-0.06559825
"UBE3A",0.00720211
"UBE3B",0.28063232
"UBE3C",-0.06327502
"UBE3D",-0.34964059
"UBE4A",0.02592644
"UBE4B",0.06007976
"UBFD1",0.12877928
"UBIAD1",-0.5921069
"UBL3",0.06410009
"UBL4A",-0.22688634
"UBL5",0.14823757
"UBL7",-0.03738761
"UBLCP1",-0.78537138
"UBN1",-0.27283206
"UBN2",0.00619318
"UBOX5",0.49372538
"UBP1",-0.16506433
"UBQLN1",-0.19399676
"UBQLN2",-0.15390419
"UBQLN4",-0.22811769
"UBR1",0.151308
"UBR2",0.20650244
"UBR3",0.04662571
"UBR4",0.1714549
"UBR5",0.15870273
"UBR7",-0.12180472
"UBTD1",-0.48989738
"UBTD2",0.29053892
"UBTF",-0.46977458
"UBXN1",-0.14102782
"UBXN11",-0.23906663
"UBXN2A",-0.12962215
"UBXN2B",0.19693981
"UBXN4",0.19920007
"UBXN6",0.70726925
"UBXN7",0.28429617
"UBXN8",-0.4764377
"UCHL1",0.24402862
"UCHL3",-0.22418297
"UCHL5",-0.39842323
"UCK1",0.27786633
"UCK2",-0.61426509
"UCKL1",0.26934341
"UCP2",0.90466419
"UEVLD",0.28763534
"UFC1",0.13962072
"UFD1L",-0.02516029
"UFL1",0.05915258
"UFM1",0.25116206
"UFSP2",0.18553623
"UGCG",0.7133604
"UGDH",-0.77052961
"UGGT1",0.04872685
"UGGT2",0.11611803
"UGP2",0.47880188
"UGT2A1",0.38214594
"UHMK1",-0.25565676
"UHRF1",-0.37662037
"UHRF1BP1",-0.45444716
"UHRF1BP1L",-0.07247566
"UHRF2",0.08964546
"UIMC1",-0.0669307
"ULBP2",0.89032232
"ULBP3",-0.8249785
"ULK1",0.14128844
"ULK2",-0.07493949
"ULK3",0.38129998
"ULK4",-0.23581872
"UMPS",-0.37407237
"UNC119",1.31732447
"UNC119B",0.32949767
"UNC13B",0.3037186
"UNC13D",0.47570015
"UNC45A",-0.04828418
"UNC50",-0.31157219
"UNC5B",-0.30925464
"UNC93B1",0.98313485
"UNG",-0.36358215
"UNK",0.01067078
"UNKL",0.25606827
"UPF1",0.11256891
"UPF2",-0.04768102
"UPF3A",-0.03628443
"UPF3B",-0.23590352
"UPK1A-AS1",7.56749006
"UPK3BL",0.17230634
"UPP1",-0.09520642
"UPRT",0.80809297
"UQCC1",-0.18918717
"UQCC2",-0.31330345
"UQCC3",0.08051793
"UQCR10",-0.06559034
"UQCR11",0.025653
"UQCRB",-0.10787955
"UQCRBP1",-0.04339624
"UQCRC1",0.00809133
"UQCRC2",-0.09237454
"UQCRFS1",-0.43006015
"UQCRH",0.00683678
"UQCRHL",0.11180545
"UQCRQ",0.28910797
"URB1",-0.26407044
"URB2",-0.66878365
"URGCP-MRPS24",0.00765665
"URGCP",-0.07320752
"URI1",-0.42858065
"URM1",-0.15596531
"UROD",-0.32741333
"UROS",0.17157507
"USB1",0.12070325
"USE1",0.29073478
"USF1",-0.26761011
"USF2",-0.04391106
"USHBP1",-0.54940052
"USMG5",-0.03403892
"USO1",-0.00251541
"USP1",-0.36786524
"USP10",0.12977023
"USP11",0.4045284
"USP12",-0.27346331
"USP13",-0.29421146
"USP14",0.1998255
"USP15",-0.29098776
"USP16",0.09629971
"USP18",-0.25478117
"USP19",0.07126686
"USP20",-0.50110788
"USP21",0.05805494
"USP22",-0.21689663
"USP24",-0.3076624
"USP25",-0.06715745
"USP27X",0.00114695
"USP28",0.65020595
"USP3",-0.17408018
"USP30",-0.10618073
"USP31",0.12364888
"USP32",-0.02822813
"USP32P1",0.39290118
"USP32P2",0.45928948
"USP33",-0.18217226
"USP34",0.50485327
"USP35",0.16988169
"USP36",-0.34100093
"USP37",1.65721522
"USP38",-0.19597183
"USP39",-0.38987032
"USP4",-0.17763977
"USP40",-0.19440099
"USP42",-0.26705428
"USP45",-0.4293011
"USP46",-0.29245954
"USP47",-0.07637486
"USP48",-0.1899598
"USP49",0.2799814
"USP5",0.13678181
"USP53",-0.30470337
"USP54",-0.09518876
"USP6",-0.26616612
"USP6NL",-0.14468123
"USP7",0.00104779
"USP8",-0.15698992
"USP9X",0.07585075
"USPL1",0.1402318
"UTP11L",-0.34158943
"UTP14A",-0.74547666
"UTP14C",-0.19191709
"UTP15",-0.59746256
"UTP18",-0.54910286
"UTP20",-0.53484275
"UTP23",-0.01936399
"UTP3",-0.66985342
"UTP6",-0.39687185
"UTRN",0.124211
"UVRAG",-0.49977012
"UVSSA",0.11739896
"UXS1",-0.1696558
"UXT",0.31513328
"VAC14",-0.04267645
"VAMP1",0.50579188
"VAMP2",0.55297518
"VAMP3",0.09980567
"VAMP4",0.15011548
"VAMP5",-0.05481364
"VAMP7",0.03361387
"VAMP8",-0.18645396
"VANGL1",-0.25995553
"VAPA",-0.22122705
"VAPB",0.36051551
"VARS",-0.45830653
"VARS2",0.06106337
"VASH1",-0.30075122
"VASN",3.09822298
"VASP",-0.43746508
"VAT1",-0.59971472
"VAV2",-0.39185133
"VBP1",-0.17189855
"VCL",-0.15586615
"VCP",-0.26402165
"VCPIP1",-0.03392642
"VCPKMT",0.0483329
"VDAC1",0.74463459
"VDAC2",0.19575531
"VDAC3",0.11487137
"VEGFA",2.39042726
"VEGFB",1.19023604
"VEGFC",0.90060117
"VEPH1",-0.13575532
"VEZF1",0.03000848
"VEZT",0.27655379
"VGLL3",0.06258625
"VGLL4",-0.68348642
"VHL",-0.32399438
"VILL",0.05948628
"VIM-AS1",0.63679527
"VIM",0.52843213
"VIMP",-0.38087383
"VIP",2.60570804
"VIPAS39",-0.31927235
"VKORC1",1.96301801
"VKORC1L1",-0.32307576
"VLDLR",6.8120475
"VMA21",-0.32131705
"VMAC",-0.28198275
"VMP1",0.06120752
"VOPP1",-0.34135895
"VPRBP",0.04002953
"VPS11",0.249117
"VPS13A",0.45708542
"VPS13B",0.17915439
"VPS13C",0.01623452
"VPS13D",-0.01176712
"VPS16",-0.05180659
"VPS18",-0.64425835
"VPS25",-0.07359823
"VPS26A",-0.19535126
"VPS26B",-0.70110024
"VPS28",0.18615221
"VPS29",-0.12105109
"VPS33A",-0.22457827
"VPS33B",-0.04352658
"VPS35",0.06408519
"VPS36",-0.17772479
"VPS37A",0.16065124
"VPS37B",0.04153703
"VPS37C",0.19082099
"VPS37D",2.35217357
"VPS39",0.25849669
"VPS41",0.06188425
"VPS45",-0.22626727
"VPS4A",-0.16103399
"VPS4B",0.21767786
"VPS51",0.30485946
"VPS52",-0.08325912
"VPS53",-0.03752585
"VPS54",0.00475654
"VPS72",-0.30005533
"VPS8",0.08415354
"VPS9D1-AS1",-0.49324458
"VPS9D1",0.54309372
"VRK1",-0.49182475
"VRK2",-0.01888421
"VRK3",-0.09506954
"VSIG1",0.7023663
"VSIG10",-0.36989924
"VSIG2",0.28197939
"VTA1",-0.1594959
"VTI1A",-0.06175468
"VTI1B",-0.04481083
"VTRNA1-3",1.56493202
"VWA1",3.27001295
"VWA5A",-0.40123622
"VWA8",0.07510923
"VWA9",0.12780227
"VWCE",0.04350706
"VWDE",0.77036645
"VWF",-0.12819055
"WAC-AS1",-0.3311642
"WAC",0.02598484
"WAPAL",-0.01801819
"WARS",-0.60637888
"WARS2",-0.15215684
"WASF1",0.08006083
"WASF2",0.25255091
"WASF3",-0.12975275
"WASH1",0.22275939
"WASH2P",-0.09921041
"WASH3P",0.14703366
"WASH5P",-0.20345174
"WASH7P",-0.07211202
"WASL",0.01991794
"WBP1",0.15341826
"WBP11",-0.17273897
"WBP1L",-0.5785221
"WBP2",-0.43234164
"WBP4",0.24055346
"WBP5",0.05379148
"WBSCR16",-0.1539657
"WBSCR22",-0.1570109
"WBSCR27",0.28547947
"WDFY1",-0.09986986
"WDFY2",-0.18154376
"WDFY3",-0.09118271
"WDFY4",-0.27850881
"WDHD1",-0.06321444
"WDPCP",0.12868407
"WDR1",0.04725825
"WDR11",0.00133602
"WDR12",-0.71777564
"WDR13",0.28325871
"WDR18",0.0674374
"WDR19",-0.37502302
"WDR20",-0.25812962
"WDR24",-0.23705877
"WDR25",-0.09653963
"WDR26",0.4853033
"WDR27",0.04933829
"WDR3",-0.51524705
"WDR33",0.00531935
"WDR34",0.15713849
"WDR35",-0.37229425
"WDR36",0.03670183
"WDR37",-0.0242203
"WDR4",-0.5864952
"WDR41",-0.0392232
"WDR43",-0.60220757
"WDR44",-0.0996467
"WDR45",0.95392767
"WDR45B",1.69904168
"WDR46",-0.55923642
"WDR47",0.20851725
"WDR48",-0.13584395
"WDR5",-0.1145803
"WDR53",-0.23641851
"WDR54",2.12322935
"WDR55",0.30835168
"WDR59",-0.0993109
"WDR5B",-1.05099825
"WDR6",-0.57031445
"WDR60",0.53930507
"WDR61",0.17353275
"WDR62",-0.00500058
"WDR66",3.6515615
"WDR7",-0.04423401
"WDR70",-0.10192914
"WDR73",-1.5504905
"WDR74",-0.38629486
"WDR75",-0.54664692
"WDR76",-0.17284077
"WDR77",-0.77899917
"WDR78",0.04171822
"WDR81",-0.44055906
"WDR82",-0.11562085
"WDR83",0.09407559
"WDR83OS",0.20568141
"WDR89",-0.06435656
"WDR90",1.52940537
"WDR91",-0.52178444
"WDR92",-0.25209973
"WDSUB1",0.19650561
"WDTC1",0.5386917
"WDYHV1",-0.15393096
"WEE1",0.05261288
"WFS1",-0.65618322
"WHAMM",-0.64487122
"WHAMMP1",1.14766374
"WHAMMP2",1.59158724
"WHAMMP3",1.57636901
"WHSC1",0.16761289
"WHSC1L1",0.17552446
"WIBG",-0.33152141
"WIPF1",-0.18361102
"WIPF2",0.47162721
"WIPI1",-0.71781205
"WIPI2",0.13795674
"WISP2",7.09936409
"WIZ",0.01502675
"WLS",-0.15282839
"WNK1",0.09542951
"WNK3",1.01334522
"WNT3",-0.48183778
"WNT5A",-1.41361069
"WRAP53",0.14920082
"WRAP73",0.05993998
"WRB",0.02276069
"WRN",0.01501789
"WRNIP1",0.48050472
"WSB1",1.06542243
"WSB2",-0.04501633
"WSCD1",-0.44988205
"WTAP",-0.16556451
"WTH3DI",0.60617856
"WTIP",-0.31685069
"WWC1",-1.05219763
"WWC2",0.22401048
"WWC3",0.06556037
"WWOX",0.22134191
"WWP1",-0.06426401
"WWP2",0.00925989
"WWTR1",-0.22531913
"XAB2",0.35904511
"XAF1",0.29076188
"XBP1",-0.32421648
"XIAP",-0.11650975
"XIST",0.9119245
"XKR6",0.52266875
"XKR8",-0.41149741
"XPA",-0.19319013
"XPC",-0.1060602
"XPNPEP1",0.8125389
"XPNPEP3",0.01043313
"XPO1",-0.33377324
"XPO4",-0.23588834
"XPO5",-0.33831751
"XPO6",0.74598899
"XPO7",-0.20482244
"XPOT",-0.26051415
"XPR1",-0.45050144
"XRCC1",-0.26306851
"XRCC2",-0.35342603
"XRCC3",0.04317549
"XRCC4",0.21376188
"XRCC5",-0.2580739
"XRCC6",-0.00470558
"XRCC6BP1",0.05550435
"XRCC6P5",-0.22747516
"XRN1",0.10550897
"XRN2",-0.41012649
"XRRA1",0.75252562
"XXYLT1-AS2",-0.85141455
"XXYLT1",0.51135241
"XYLB",0.17017518
"XYLT1",-0.13675182
"XYLT2",0.48389101
"YAE1D1",-0.64295446
"YAF2",0.16388127
"YAP1",-0.22644564
"YARS",-0.63435739
"YARS2",-0.24846256
"YBEY",0.01321163
"YBX1",0.2911744
"YBX3",0.08205958
"YBX3P1",0.06288062
"YDJC",-0.21718442
"YEATS2",0.82702131
"YEATS4",-0.19799313
"YES1",-0.34445749
"YIF1A",-0.34923817
"YIF1B",0.34673284
"YIPF1",0.24039468
"YIPF2",0.20823644
"YIPF3",0.36726558
"YIPF4",0.05226144
"YIPF5",0.32034849
"YIPF6",0.05058898
"YKT6",-0.1243288
"YLPM1",-0.04111933
"YME1L1",-0.08657375
"YOD1",-0.4920459
"YPEL1",3.01826705
"YPEL2",-0.74885593
"YPEL3",-0.08122046
"YPEL5",-0.17944096
"YRDC",-0.39239088
"YTHDC1",0.25028344
"YTHDC2",-0.2732441
"YTHDF1",-0.28359826
"YTHDF2",-0.17735407
"YTHDF3",0.06776015
"YWHAB",-0.03837346
"YWHAE",-0.17745483
"YWHAEP1",-0.16382943
"YWHAG",0.07839051
"YWHAH",0.00893658
"YWHAQ",-0.02745956
"YWHAZ",0.08619713
"YY1",0.20051841
"YY1AP1",0.11460485
"YY2",0.46841703
"ZADH2",-0.34795804
"ZAK",0.1284265
"ZBED1",0.11370024
"ZBED4",-0.26169751
"ZBED5-AS1",-0.21008214
"ZBED5",-0.19064092
"ZBED6",0.24860266
"ZBED8",0.36445493
"ZBTB1",0.49655452
"ZBTB10",-0.36897515
"ZBTB11-AS1",0.51317627
"ZBTB11",-0.03334303
"ZBTB12",0.13217972
"ZBTB14",0.00853059
"ZBTB16",-0.49466814
"ZBTB17",0.26357222
"ZBTB18",-0.08072254
"ZBTB2",-0.01200072
"ZBTB20",0.07641888
"ZBTB21",0.3641665
"ZBTB22",0.04095295
"ZBTB24",-0.45160904
"ZBTB25",0.560703
"ZBTB26",-0.12143969
"ZBTB3",-0.13547477
"ZBTB33",-0.42498411
"ZBTB34",0.10468595
"ZBTB37",0.10661577
"ZBTB38",0.08465798
"ZBTB39",-0.09234395
"ZBTB4",0.23716559
"ZBTB40",-0.17620226
"ZBTB41",-0.02107171
"ZBTB42",0.65552198
"ZBTB43",0.4613259
"ZBTB44",0.40017236
"ZBTB45",-0.02005607
"ZBTB47",-0.20119334
"ZBTB48",-0.1558693
"ZBTB49",0.17927957
"ZBTB5",-0.34021802
"ZBTB6",-0.17986585
"ZBTB7A",0.03571366
"ZBTB7B",-0.09351938
"ZBTB8A",-0.6396093
"ZBTB8OS",-0.51699574
"ZBTB9",-0.47283213
"ZC2HC1A",-0.09216787
"ZC3H10",-0.42084853
"ZC3H11A",0.26993795
"ZC3H12A",0.36743113
"ZC3H12C",-0.00888078
"ZC3H13",-0.15261079
"ZC3H14",-0.26256085
"ZC3H15",-0.46370577
"ZC3H18",-0.29308818
"ZC3H3",0.15919864
"ZC3H4",0.07427858
"ZC3H6",0.851347
"ZC3H7A",0.16333586
"ZC3H7B",0.00433621
"ZC3H8",-0.02280886
"ZC3HAV1",0.18178715
"ZC3HAV1L",1.37837087
"ZC3HC1",0.10010805
"ZC4H2",0.25494526
"ZCCHC10",-0.28413621
"ZCCHC11",-0.01811172
"ZCCHC14",0.54588337
"ZCCHC17",0.10982412
"ZCCHC2",0.12427071
"ZCCHC24",-0.35824989
"ZCCHC3",-0.42483627
"ZCCHC4",0.03015332
"ZCCHC6",0.11204216
"ZCCHC7",-0.00748406
"ZCCHC8",0.2864129
"ZCCHC9",-0.09563184
"ZCRB1",0.16993449
"ZDBF2",1.17313305
"ZDHHC1",-0.26350949
"ZDHHC12",-0.06558229
"ZDHHC13",-0.47410612
"ZDHHC14",-0.90219102
"ZDHHC16",-0.04936319
"ZDHHC17",0.41943426
"ZDHHC18",0.19740602
"ZDHHC2",0.16795333
"ZDHHC20",0.33787249
"ZDHHC21",-0.16050123
"ZDHHC23",0.9789597
"ZDHHC24",-0.32296025
"ZDHHC3",0.11017654
"ZDHHC4",0.37171945
"ZDHHC5",0.01937011
"ZDHHC6",-0.21529816
"ZDHHC7",-0.17859281
"ZDHHC8",-0.14902589
"ZDHHC9",0.94167152
"ZEB1-AS1",0.18537314
"ZEB1",-0.14257838
"ZEB2",-0.28950794
"ZER1",1.17495868
"ZFAND1",-0.0608268
"ZFAND2A",0.49826587
"ZFAND2B",-0.12855303
"ZFAND3",-0.0991919
"ZFAND4",-0.42911724
"ZFAND5",-0.28634008
"ZFAND6",-0.07492269
"ZFAS1",0.02560505
"ZFAT",0.3330965
"ZFC3H1",-0.1360996
"ZFHX3",0.26895374
"ZFP1",0.1356193
"ZFP14",-0.75220455
"ZFP28",0.76631806
"ZFP3",1.01340583
"ZFP30",0.19335728
"ZFP36",0.25590157
"ZFP36L1",0.25971248
"ZFP36L2",0.13629387
"ZFP37",1.4848099
"ZFP41",0.50437716
"ZFP62",0.23033726
"ZFP64",0.01652537
"ZFP69",-0.51276389
"ZFP69B",-0.01790336
"ZFP82",1.28845148
"ZFP90",0.3197714
"ZFP91-CNTF",-0.38309506
"ZFP91",-0.37631358
"ZFPL1",0.26876988
"ZFPM1",-0.29495901
"ZFPM2",-0.21017848
"ZFR",-0.04481028
"ZFX",0.62698
"ZFYVE1",0.19738808
"ZFYVE16",-0.23441996
"ZFYVE19",0.44875963
"ZFYVE20",0.18952103
"ZFYVE21",-0.03300911
"ZFYVE26",0.06076068
"ZFYVE27",-0.01138728
"ZFYVE28",0.61790466
"ZFYVE9",0.18998754
"ZGPAT",0.18416518
"ZGRF1",0.10521581
"ZHX1-C8orf76",-0.12407422
"ZHX1",-0.39804844
"ZHX2",-0.48308019
"ZHX3",-0.26104852
"ZIK1",3.21623295
"ZKSCAN1",-0.01567159
"ZKSCAN2",0.13945055
"ZKSCAN3",-0.0893337
"ZKSCAN4",-0.17278628
"ZKSCAN5",0.22405902
"ZKSCAN8",0.27788038
"ZMAT1",0.92289703
"ZMAT2",0.06404812
"ZMAT3",0.06838085
"ZMAT5",-0.10264821
"ZMIZ1",0.66982764
"ZMIZ2",0.49258831
"ZMPSTE24",-0.53082261
"ZMYM1",-0.46269995
"ZMYM2",0.48411499
"ZMYM3",0.18547151
"ZMYM4",-0.04989397
"ZMYM5",0.10221819
"ZMYM6",-0.1444902
"ZMYM6NB",-0.16577157
"ZMYND11",0.10648258
"ZMYND19",-0.33294449
"ZMYND8",-0.10605073
"ZNF10",1.40590916
"ZNF100",-0.27851726
"ZNF101",0.45328323
"ZNF106",-0.1392681
"ZNF107",-0.29015139
"ZNF112",0.38627014
"ZNF117",0.31946852
"ZNF12",0.47257264
"ZNF121",-0.22911173
"ZNF124",-0.13560253
"ZNF131",0.73473151
"ZNF132",0.34136083
"ZNF133",0.22686994
"ZNF134",0.11494277
"ZNF135",0.60345132
"ZNF136",0.23025434
"ZNF138",-0.17795194
"ZNF14",0.38692212
"ZNF140",0.21047109
"ZNF141",0.21471762
"ZNF142",-0.40895117
"ZNF143",0.03490753
"ZNF146",-0.23374302
"ZNF148",0.23154554
"ZNF155",-0.23169977
"ZNF16",-0.22737946
"ZNF160",0.89876538
"ZNF169",-0.03567184
"ZNF17",0.35185606
"ZNF174",-0.39427122
"ZNF175",-0.27194193
"ZNF18",0.13835815
"ZNF180",0.17217802
"ZNF181",-0.10288011
"ZNF182",0.10214739
"ZNF184",-0.30701416
"ZNF185",0.75618702
"ZNF189",-0.04685972
"ZNF195",-0.37038788
"ZNF197",0.0787015
"ZNF2",0.85732366
"ZNF20",-0.11831139
"ZNF200",0.00600804
"ZNF202",-0.35587516
"ZNF205",-0.07728701
"ZNF207",-0.04126052
"ZNF211",0.23027171
"ZNF212",0.34061807
"ZNF213-AS1",0.15683548
"ZNF213",0.32829865
"ZNF215",2.33976778
"ZNF217",-0.07832687
"ZNF219",-0.4185288
"ZNF22",-0.08265517
"ZNF221",0.47364184
"ZNF222",0.05597634
"ZNF223",-0.11299419
"ZNF224",0.04314838
"ZNF225",-0.1633313
"ZNF226",-0.2988742
"ZNF227",-0.31533449
"ZNF229",0.33083409
"ZNF23",0.68323629
"ZNF230",-0.26893717
"ZNF232",-0.22980977
"ZNF234",-0.44966128
"ZNF236",0.12753979
"ZNF239",-0.33081192
"ZNF24",-0.03974067
"ZNF248",0.2773111
"ZNF25",0.1064433
"ZNF250",-0.01705786
"ZNF251",0.59674302
"ZNF252P",0.29001767
"ZNF253",-0.32083527
"ZNF254",-0.04333401
"ZNF256",-0.06907583
"ZNF26",0.62062103
"ZNF260",-0.3906847
"ZNF263",-0.10552293
"ZNF264",0.30218738
"ZNF266",0.31090968
"ZNF267",-0.20384509
"ZNF268",0.36224651
"ZNF271",-0.25163582
"ZNF273",-0.21016161
"ZNF274",1.05252838
"ZNF275",0.05561199
"ZNF276",0.05064518
"ZNF277",-0.26932498
"ZNF28",0.30407209
"ZNF280B",0.43217712
"ZNF280C",-0.2346565
"ZNF280D",-0.12846249
"ZNF281",-0.33112007
"ZNF282",-0.13475401
"ZNF283",-0.00774753
"ZNF284",-0.52795933
"ZNF285",-0.53582808
"ZNF286A",-0.01961737
"ZNF286B",-0.12186071
"ZNF287",0.07941781
"ZNF292",1.55639783
"ZNF3",-0.09426944
"ZNF30",-0.60997612
"ZNF300",0.22670089
"ZNF302",0.21628493
"ZNF304",0.50158942
"ZNF316",0.11454648
"ZNF317",-0.05133522
"ZNF318",0.13936397
"ZNF319",-0.36879087
"ZNF32",0.32080987
"ZNF320",-0.12433539
"ZNF321P",0.29430146
"ZNF322",-0.32604525
"ZNF324",0.36466601
"ZNF324B",-0.50592655
"ZNF326",-0.21071663
"ZNF329",-0.13326291
"ZNF330",-0.41276895
"ZNF331",0.45167841
"ZNF333",0.18886381
"ZNF335",-0.12225828
"ZNF337",0.73486261
"ZNF33A",0.62875399
"ZNF33B",0.16274855
"ZNF34",-0.62981097
"ZNF341",-0.59498664
"ZNF343",-0.07967036
"ZNF345",0.48993397
"ZNF346",-0.2506939
"ZNF347",-0.3319334
"ZNF35",-0.2520982
"ZNF350",0.61892245
"ZNF354A",-0.10626895
"ZNF354B",-0.12944454
"ZNF354C",-0.05081568
"ZNF358",0.47345784
"ZNF362",-0.39300324
"ZNF367",0.31379549
"ZNF37A",-0.00187836
"ZNF37BP",-0.00172147
"ZNF382",0.3509076
"ZNF383",-0.0601133
"ZNF384",0.55226255
"ZNF394",-0.05124435
"ZNF395",2.72914757
"ZNF397",0.2880816
"ZNF398",-0.21615859
"ZNF404",2.16350826
"ZNF407",0.1021871
"ZNF408",0.06420843
"ZNF41",0.36683193
"ZNF410",-0.03791488
"ZNF414",-0.48209221
"ZNF415",-0.03007422
"ZNF416",-0.02417197
"ZNF417",0.15560361
"ZNF418",0.95381511
"ZNF419",0.38238026
"ZNF420",-0.09861898
"ZNF423",-0.39754286
"ZNF426",0.41759242
"ZNF428",-0.42546217
"ZNF429",0.30303751
"ZNF43",0.18405412
"ZNF430",0.47335734
"ZNF431",0.25631295
"ZNF432",0.86458526
"ZNF436",0.51530749
"ZNF438",0.07271929
"ZNF439",2.31129392
"ZNF44",0.57330275
"ZNF440",0.05527375
"ZNF441",-0.07855639
"ZNF443",0.20319829
"ZNF444",-0.0230712
"ZNF445",-0.11419572
"ZNF446",0.17051985
"ZNF449",0.02022548
"ZNF45",-0.06705729
